instant,dteday,season,hr,holiday,weekday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
238.0,11-01-2011,1.0,6.0,False,2.0,2.0,0.16,0.1818,0.55,0.1343,0.0,27.0,27.0
239.0,11-01-2011,1.0,7.0,False,2.0,2.0,0.16,0.2273,0.55,0.0,2.0,97.0,99.0
240.0,11-01-2011,1.0,8.0,False,2.0,2.0,0.18,0.2121,0.51,0.0896,3.0,162.5,183.5
241.0,11-01-2011,1.0,9.0,False,2.0,2.0,0.18,0.197,0.51,0.1642,3.0,127.0,130.0
242.0,11-01-2011,1.0,10.0,False,2.0,2.0,0.2,0.2121,0.51,0.1642,3.0,51.0,54.0
243.0,11-01-2011,1.0,11.0,False,2.0,2.0,0.2,0.2121,0.47,0.1343,4.0,31.0,35.0
244.0,11-01-2011,1.0,12.0,False,2.0,2.0,0.2,0.2273,0.51,0.1045,2.0,55.0,57.0
245.0,11-01-2011,1.0,13.0,False,2.0,2.0,0.2,0.2273,0.59,0.0896,6.0,46.0,52.0
246.0,11-01-2011,1.0,14.0,False,2.0,2.0,0.2,0.2273,0.59,0.0896,3.0,60.0,63.0
247.0,11-01-2011,1.0,15.0,False,2.0,2.0,0.16,0.197,0.8,0.0896,2.0,45.0,47.0
248.0,11-01-2011,1.0,16.0,False,2.0,2.0,0.16,0.1515,0.86,0.2239,4.0,72.0,76.0
249.0,11-01-2011,1.0,17.0,False,2.0,2.0,0.16,0.1515,0.86,0.2239,6.0,130.0,136.0
250.0,11-01-2011,1.0,18.0,False,2.0,3.0,0.16,0.1818,0.93,0.1045,1.0,94.0,95.0
251.0,11-01-2011,1.0,19.0,False,2.0,3.0,0.16,0.2273,0.93,0.0,0.0,51.0,51.0
252.0,11-01-2011,1.0,20.0,False,2.0,3.0,0.16,0.1515,0.93,0.194,0.0,32.0,32.0
253.0,11-01-2011,1.0,21.0,False,2.0,3.0,0.16,0.197,0.86,0.0896,0.0,20.0,20.0
254.0,11-01-2011,1.0,22.0,False,2.0,3.0,0.16,0.1818,0.93,0.1045,1.0,28.0,29.0
255.0,11-01-2011,1.0,23.0,False,2.0,3.0,0.16,0.197,0.93,0.0896,1.0,18.0,19.0
256.0,12-01-2011,1.0,0.0,False,3.0,2.0,0.16,0.197,0.86,0.0896,0.0,7.0,7.0
257.0,12-01-2011,1.0,1.0,False,3.0,2.0,0.16,0.1818,0.86,0.1045,0.0,6.0,6.0
258.0,12-01-2011,1.0,2.0,False,3.0,1.0,0.14,0.1515,0.86,0.1343,0.0,1.0,1.0
259.0,12-01-2011,1.0,5.0,False,3.0,1.0,0.14,0.1515,0.86,0.1642,0.0,5.0,5.0
260.0,12-01-2011,1.0,6.0,False,3.0,1.0,0.12,0.1515,0.93,0.1343,0.0,16.0,16.0
261.0,12-01-2011,1.0,7.0,False,3.0,1.0,0.14,0.1515,0.69,0.1343,0.0,54.0,54.0
262.0,12-01-2011,1.0,8.0,False,3.0,1.0,0.16,0.1667,0.59,0.1642,3.0,125.0,128.0
263.0,12-01-2011,1.0,9.0,False,3.0,1.0,0.16,0.1364,0.59,0.3284,3.0,78.0,81.0
264.0,12-01-2011,1.0,10.0,False,3.0,1.0,0.18,0.1818,0.55,0.2239,0.0,39.0,39.0
265.0,12-01-2011,1.0,11.0,False,3.0,1.0,0.2,0.1818,0.51,0.3881,3.0,32.0,35.0
266.0,12-01-2011,1.0,12.0,False,3.0,1.0,0.2,0.1515,0.47,0.5522500000000001,3.0,52.0,55.0
267.0,12-01-2011,1.0,13.0,False,3.0,1.0,0.22,0.197,0.44,0.3582,0.0,49.0,49.0
268.0,12-01-2011,1.0,14.0,False,3.0,1.0,0.2,0.1818,0.47,0.3284,0.0,44.0,44.0
269.0,12-01-2011,1.0,15.0,False,3.0,1.0,0.2,0.1667,0.47,0.4179,1.0,48.0,49.0
270.0,12-01-2011,1.0,16.0,False,3.0,1.0,0.22,0.197,0.44,0.3284,5.0,63.0,68.0
271.0,12-01-2011,1.0,17.0,False,3.0,1.0,0.2,0.1818,0.47,0.3582,0.0,139.0,139.0
272.0,12-01-2011,1.0,18.0,False,3.0,1.0,0.2,0.1515,0.47,0.5224,2.0,135.0,137.0
273.0,12-01-2011,1.0,19.0,False,3.0,1.0,0.18,0.1515,0.47,0.4179,1.0,82.0,83.0
274.0,12-01-2011,1.0,20.0,False,3.0,1.0,0.16,0.1364,0.5,0.3284,2.0,54.0,56.0
275.0,12-01-2011,1.0,21.0,False,3.0,1.0,0.16,0.1364,0.55,0.3284,0.0,57.0,57.0
276.0,12-01-2011,1.0,22.0,False,3.0,1.0,0.16,0.1212,0.55,0.4478,1.0,32.0,33.0
277.0,12-01-2011,1.0,23.0,False,3.0,1.0,0.14,0.1061,0.59,0.4179,1.0,19.0,20.0
278.0,13-01-2011,1.0,0.0,False,4.0,1.0,0.14,0.1212,0.59,0.2836,1.0,6.0,7.0
279.0,13-01-2011,1.0,1.0,False,4.0,1.0,0.14,0.1212,0.5,0.2836,0.0,2.0,2.0
280.0,13-01-2011,1.0,2.0,False,4.0,1.0,0.14,0.1212,0.5,0.3582,0.0,2.0,2.0
281.0,13-01-2011,1.0,3.0,False,4.0,1.0,0.14,0.1212,0.5,0.3284,0.0,3.0,3.0
282.0,13-01-2011,1.0,4.0,False,4.0,1.0,0.14,0.1212,0.5,0.2537,0.0,4.0,4.0
283.0,13-01-2011,1.0,5.0,False,4.0,1.0,0.14,0.1212,0.5,0.2985,0.0,3.0,3.0
284.0,13-01-2011,1.0,6.0,False,4.0,1.0,0.12,0.1515,0.54,0.1343,0.0,28.0,28.0
285.0,13-01-2011,1.0,7.0,False,4.0,1.0,0.12,0.1515,0.54,0.1343,0.0,72.0,72.0
286.0,13-01-2011,1.0,8.0,False,4.0,1.0,0.14,0.1364,0.5,0.194,5.0,162.5,183.5
287.0,13-01-2011,1.0,9.0,False,4.0,1.0,0.14,0.1212,0.5,0.3284,2.0,137.0,139.0
288.0,13-01-2011,1.0,10.0,False,4.0,2.0,0.16,0.1364,0.5,0.3582,2.0,36.0,38.0
289.0,13-01-2011,1.0,11.0,False,4.0,2.0,0.2,0.1667,0.44,0.4478,4.0,33.0,37.0
290.0,13-01-2011,1.0,12.0,False,4.0,1.0,0.2,0.1667,0.44,0.4179,3.0,49.0,52.0
291.0,13-01-2011,1.0,13.0,False,4.0,1.0,0.22,0.197,0.41,0.4478,2.0,81.0,83.0
292.0,13-01-2011,1.0,14.0,False,4.0,1.0,0.22,0.197,0.41,0.3881,3.0,39.0,42.0
293.0,13-01-2011,1.0,15.0,False,4.0,1.0,0.24,0.2121,0.38,0.2985,5.0,55.0,60.0
294.0,13-01-2011,1.0,16.0,False,4.0,1.0,0.24,0.2121,0.38,0.3582,2.0,76.0,78.0
295.0,13-01-2011,1.0,17.0,False,4.0,1.0,0.2,0.1818,0.4,0.2836,4.0,158.0,162.0
296.0,13-01-2011,1.0,18.0,False,4.0,1.0,0.2,0.1818,0.4,0.3284,3.0,141.0,144.0
297.0,13-01-2011,1.0,19.0,False,4.0,1.0,0.16,0.1515,0.47,0.2537,1.0,98.0,99.0
298.0,13-01-2011,1.0,20.0,False,4.0,1.0,0.16,0.1515,0.47,0.2239,0.0,64.0,64.0
299.0,13-01-2011,1.0,21.0,False,4.0,1.0,0.14,0.1212,0.46,0.2985,0.0,40.0,40.0
300.0,13-01-2011,1.0,22.0,False,4.0,1.0,0.14,0.1212,0.46,0.3284,0.0,30.0,30.0
301.0,13-01-2011,1.0,23.0,False,4.0,1.0,0.12,0.1364,0.5,0.194,1.0,14.0,15.0
302.0,14-01-2011,1.0,0.0,False,5.0,1.0,0.12,0.1364,0.5,0.194,0.0,14.0,14.0
303.0,14-01-2011,1.0,1.0,False,5.0,1.0,0.1,0.1212,0.54,0.1642,0.0,5.0,5.0
304.0,14-01-2011,1.0,2.0,False,5.0,1.0,0.1,0.1212,0.54,0.1343,0.0,1.0,1.0
305.0,14-01-2011,1.0,3.0,False,5.0,1.0,0.1,0.1364,0.54,0.1045,0.0,1.0,1.0
306.0,14-01-2011,1.0,5.0,False,5.0,1.0,0.1,0.1364,0.54,0.0896,0.0,8.0,8.0
307.0,14-01-2011,1.0,6.0,False,5.0,1.0,0.1,0.1818,0.54,0.0,0.0,17.0,17.0
308.0,14-01-2011,1.0,7.0,False,5.0,1.0,0.1,0.1212,0.74,0.1642,0.0,70.0,70.0
309.0,14-01-2011,1.0,8.0,False,5.0,1.0,0.12,0.1667,0.68,0.0,2.0,156.0,158.0
310.0,14-01-2011,1.0,9.0,False,5.0,1.0,0.14,0.1515,0.69,0.1343,0.0,117.0,117.0
311.0,14-01-2011,1.0,10.0,False,5.0,1.0,0.18,0.1818,0.55,0.194,4.0,40.0,44.0
312.0,14-01-2011,1.0,11.0,False,5.0,1.0,0.18,0.1667,0.51,0.2836,6.0,47.0,53.0
313.0,14-01-2011,1.0,12.0,False,5.0,1.0,0.2,0.197,0.44,0.2537,2.0,59.0,61.0
314.0,14-01-2011,1.0,13.0,False,5.0,1.0,0.22,0.197,0.37,0.3881,4.0,73.0,77.0
315.0,14-01-2011,1.0,14.0,False,5.0,1.0,0.22,0.2121,0.41,0.2836,5.0,59.0,64.0
316.0,14-01-2011,1.0,15.0,False,5.0,1.0,0.24,0.2424,0.38,0.1642,9.0,59.0,68.0
317.0,14-01-2011,1.0,16.0,False,5.0,1.0,0.22,0.2424,0.41,0.1045,3.0,87.0,90.0
318.0,14-01-2011,1.0,17.0,False,5.0,1.0,0.22,0.2273,0.41,0.1642,4.0,155.0,159.0
319.0,14-01-2011,1.0,18.0,False,5.0,1.0,0.2,0.2576,0.47,0.0,5.0,134.0,139.0
320.0,14-01-2011,1.0,19.0,False,5.0,1.0,0.16,0.197,0.59,0.0896,3.0,89.0,92.0
321.0,14-01-2011,1.0,20.0,False,5.0,1.0,0.18,0.2424,0.59,0.0,0.0,68.0,68.0
322.0,14-01-2011,1.0,21.0,False,5.0,1.0,0.16,0.2273,0.69,0.0,4.0,48.0,52.0
323.0,14-01-2011,1.0,22.0,False,5.0,2.0,0.16,0.2273,0.69,0.0,2.0,34.0,36.0
324.0,14-01-2011,1.0,23.0,False,5.0,2.0,0.18,0.2424,0.55,0.0,1.0,26.0,27.0
325.0,15-01-2011,1.0,0.0,False,6.0,1.0,0.18,0.2424,0.55,0.0,3.0,25.0,28.0
326.0,15-01-2011,1.0,1.0,False,6.0,2.0,0.16,0.197,0.59,0.0896,2.0,18.0,20.0
327.0,15-01-2011,1.0,2.0,False,6.0,2.0,0.16,0.197,0.59,0.0896,0.0,12.0,12.0
328.0,15-01-2011,1.0,3.0,False,6.0,2.0,0.16,0.2273,0.59,0.0,1.0,7.0,8.0
329.0,15-01-2011,1.0,4.0,False,6.0,2.0,0.16,0.2273,0.59,0.0,0.0,5.0,5.0
330.0,15-01-2011,1.0,5.0,False,6.0,1.0,0.16,0.2273,0.59,0.0,0.0,1.0,1.0
331.0,15-01-2011,1.0,6.0,False,6.0,1.0,0.14,0.1667,0.63,0.1045,1.0,2.0,3.0
332.0,15-01-2011,1.0,7.0,False,6.0,1.0,0.14,0.2121,0.63,0.0,1.0,9.0,10.0
333.0,15-01-2011,1.0,8.0,False,6.0,1.0,0.14,0.1515,0.63,0.1343,1.0,22.0,23.0
334.0,15-01-2011,1.0,9.0,False,6.0,1.0,0.16,0.1818,0.64,0.1343,2.0,31.0,33.0
335.0,15-01-2011,1.0,10.0,False,6.0,1.0,0.18,0.197,0.59,0.1642,2.0,57.0,59.0
336.0,15-01-2011,1.0,11.0,False,6.0,1.0,0.2,0.197,0.55,0.2239,15.0,54.0,72.0
337.0,15-01-2011,1.0,12.0,False,6.0,1.0,0.24,0.2273,0.48,0.2239,15.0,74.0,89.0
338.0,15-01-2011,1.0,13.0,False,6.0,1.0,0.28,0.2576,0.38,0.2985,15.0,80.0,101.0
339.0,15-01-2011,1.0,14.0,False,6.0,1.0,0.3,0.2879,0.39,0.2836,15.0,92.0,118.0
340.0,15-01-2011,1.0,15.0,False,6.0,2.0,0.32,0.3182,0.36,0.194,15.0,108.0,129.0
341.0,15-01-2011,1.0,16.0,False,6.0,2.0,0.34,0.3333,0.34,0.194,15.0,95.0,128.0
342.0,15-01-2011,1.0,17.0,False,6.0,2.0,0.32,0.303,0.36,0.2836,15.0,54.0,83.0
343.0,15-01-2011,1.0,18.0,False,6.0,2.0,0.3,0.2879,0.45,0.2537,15.0,69.0,84.0
344.0,15-01-2011,1.0,19.0,False,6.0,2.0,0.32,0.303,0.39,0.2537,14.0,60.0,74.0
345.0,15-01-2011,1.0,20.0,False,6.0,2.0,0.32,0.303,0.39,0.2537,6.0,35.0,41.0
346.0,15-01-2011,1.0,21.0,False,6.0,2.0,0.32,0.303,0.39,0.2239,6.0,51.0,57.0
347.0,15-01-2011,1.0,22.0,False,6.0,2.0,0.3,0.3182,0.42,0.1045,0.0,26.0,26.0
348.0,15-01-2011,1.0,23.0,False,6.0,1.0,0.3,0.2879,0.45,0.2836,5.0,39.0,44.0
349.0,16-01-2011,1.0,0.0,False,0.0,1.0,0.26,0.303,0.56,0.0,6.0,33.0,39.0
350.0,16-01-2011,1.0,1.0,False,0.0,1.0,0.26,0.2727,0.56,0.1343,4.0,19.0,23.0
351.0,16-01-2011,1.0,2.0,False,0.0,1.0,0.26,0.2879,0.56,0.0896,3.0,13.0,16.0
352.0,16-01-2011,1.0,3.0,False,0.0,1.0,0.22,0.2727,0.69,0.0,9.0,6.0,15.0
353.0,16-01-2011,1.0,4.0,False,0.0,1.0,0.26,0.2576,0.56,0.1642,0.0,1.0,1.0
354.0,16-01-2011,1.0,5.0,False,0.0,2.0,0.26,0.2576,0.56,0.1642,1.0,1.0,2.0
355.0,16-01-2011,1.0,6.0,False,0.0,2.0,0.26,0.2576,0.56,0.1642,0.0,1.0,1.0
356.0,16-01-2011,1.0,7.0,False,0.0,2.0,0.24,0.2121,0.56,0.2985,0.0,3.0,3.0
357.0,16-01-2011,1.0,8.0,False,0.0,1.0,0.22,0.2121,0.55,0.2836,0.0,18.0,18.0
358.0,16-01-2011,1.0,9.0,False,0.0,1.0,0.22,0.2121,0.51,0.2537,3.0,29.0,32.0
359.0,16-01-2011,1.0,10.0,False,0.0,1.0,0.22,0.2121,0.51,0.2836,8.0,71.0,79.0
360.0,16-01-2011,1.0,11.0,False,0.0,1.0,0.24,0.2273,0.44,0.2537,15.0,70.0,93.0
361.0,16-01-2011,1.0,12.0,False,0.0,1.0,0.24,0.2121,0.41,0.2836,15.0,75.0,104.0
362.0,16-01-2011,1.0,13.0,False,0.0,1.0,0.26,0.2273,0.35,0.2985,15.0,95.0,118.0
363.0,16-01-2011,1.0,14.0,False,0.0,1.0,0.28,0.2727,0.36,0.2537,15.0,69.0,91.0
364.0,16-01-2011,1.0,15.0,False,0.0,1.0,0.26,0.2424,0.38,0.2537,15.0,78.0,113.0
365.0,16-01-2011,1.0,16.0,False,0.0,1.0,0.24,0.2273,0.38,0.2239,15.0,77.0,99.0
366.0,16-01-2011,1.0,17.0,False,0.0,1.0,0.22,0.2121,0.37,0.2537,15.0,82.0,105.0
367.0,16-01-2011,1.0,18.0,False,0.0,1.0,0.2,0.2121,0.4,0.1642,11.0,56.0,67.0
368.0,16-01-2011,1.0,19.0,False,0.0,1.0,0.18,0.197,0.47,0.1343,14.0,47.0,61.0
369.0,16-01-2011,1.0,20.0,False,0.0,1.0,0.18,0.197,0.47,0.1642,7.0,50.0,57.0
370.0,16-01-2011,1.0,21.0,False,0.0,1.0,0.18,0.197,0.51,0.1642,6.0,22.0,28.0
371.0,16-01-2011,1.0,22.0,False,0.0,2.0,0.2,0.2121,0.49,0.1343,2.0,19.0,21.0
372.0,16-01-2011,1.0,23.0,False,0.0,2.0,0.2,0.2273,0.4,0.1045,0.0,18.0,18.0
373.0,17-01-2011,1.0,0.0,True,1.0,2.0,0.2,0.197,0.47,0.2239,1.0,16.0,17.0
374.0,17-01-2011,1.0,1.0,True,1.0,2.0,0.2,0.197,0.44,0.194,1.0,15.0,16.0
375.0,17-01-2011,1.0,2.0,True,1.0,2.0,0.18,0.1667,0.43,0.2537,0.0,8.0,8.0
376.0,17-01-2011,1.0,3.0,True,1.0,2.0,0.18,0.1818,0.43,0.194,0.0,2.0,2.0
377.0,17-01-2011,1.0,4.0,True,1.0,2.0,0.18,0.197,0.43,0.1343,1.0,2.0,3.0
378.0,17-01-2011,1.0,5.0,True,1.0,2.0,0.18,0.197,0.43,0.1642,0.0,1.0,1.0
379.0,17-01-2011,1.0,6.0,True,1.0,2.0,0.18,0.1818,0.43,0.194,0.0,5.0,5.0
380.0,17-01-2011,1.0,7.0,True,1.0,2.0,0.16,0.1818,0.5,0.1343,4.0,9.0,13.0
381.0,17-01-2011,1.0,8.0,True,1.0,2.0,0.16,0.1515,0.47,0.2239,3.0,30.0,33.0
382.0,17-01-2011,1.0,9.0,True,1.0,2.0,0.16,0.1515,0.47,0.2239,8.0,39.0,47.0
383.0,17-01-2011,1.0,10.0,True,1.0,2.0,0.16,0.1515,0.5,0.2537,7.0,50.0,57.0
384.0,17-01-2011,1.0,11.0,True,1.0,2.0,0.16,0.1515,0.55,0.194,9.0,55.0,64.0
385.0,17-01-2011,1.0,12.0,True,1.0,2.0,0.18,0.197,0.47,0.1343,10.0,70.0,80.0
386.0,17-01-2011,1.0,13.0,True,1.0,2.0,0.18,0.197,0.47,0.1343,13.0,80.0,93.0
387.0,17-01-2011,1.0,14.0,True,1.0,2.0,0.18,0.2121,0.43,0.1045,12.0,74.0,86.0
388.0,17-01-2011,1.0,15.0,True,1.0,2.0,0.2,0.2121,0.47,0.1642,15.0,72.0,93.0
389.0,17-01-2011,1.0,16.0,True,1.0,2.0,0.2,0.2121,0.47,0.1642,6.0,76.0,82.0
390.0,17-01-2011,1.0,17.0,True,1.0,1.0,0.2,0.197,0.51,0.194,4.0,67.0,71.0
391.0,17-01-2011,1.0,18.0,True,1.0,2.0,0.18,0.1667,0.55,0.2537,7.0,85.0,92.0
392.0,17-01-2011,1.0,19.0,True,1.0,3.0,0.18,0.1818,0.59,0.194,2.0,58.0,60.0
393.0,17-01-2011,1.0,20.0,True,1.0,3.0,0.16,0.1515,0.8,0.194,4.0,29.0,33.0
394.0,17-01-2011,1.0,21.0,True,1.0,3.0,0.16,0.1515,0.8,0.194,3.0,24.0,27.0
395.0,17-01-2011,1.0,22.0,True,1.0,3.0,0.14,0.1212,0.93,0.2537,0.0,13.0,13.0
396.0,17-01-2011,1.0,23.0,True,1.0,3.0,0.16,0.1364,0.86,0.2836,1.0,3.0,4.0
397.0,18-01-2011,1.0,12.0,False,2.0,2.0,0.2,0.1818,0.86,0.3284,0.0,3.0,3.0
398.0,18-01-2011,1.0,13.0,False,2.0,2.0,0.2,0.197,0.86,0.2239,0.0,22.0,22.0
399.0,18-01-2011,1.0,14.0,False,2.0,2.0,0.22,0.2273,0.8,0.1642,2.0,26.0,28.0
400.0,18-01-2011,1.0,15.0,False,2.0,2.0,0.22,0.2273,0.87,0.1642,3.0,32.0,35.0
401.0,18-01-2011,1.0,16.0,False,2.0,2.0,0.22,0.2273,0.87,0.194,0.0,61.0,61.0
402.0,18-01-2011,1.0,17.0,False,2.0,2.0,0.22,0.2273,0.82,0.194,1.0,124.0,125.0
403.0,18-01-2011,1.0,18.0,False,2.0,2.0,0.22,0.2273,0.8,0.1642,1.0,132.0,133.0
404.0,18-01-2011,1.0,19.0,False,2.0,2.0,0.22,0.2273,0.8,0.1343,1.0,98.0,99.0
405.0,18-01-2011,1.0,20.0,False,2.0,2.0,0.22,0.2727,0.87,0.0,0.0,83.0,83.0
406.0,18-01-2011,1.0,21.0,False,2.0,2.0,0.22,0.2424,0.93,0.1045,0.0,41.0,41.0
407.0,18-01-2011,1.0,22.0,False,2.0,2.0,0.22,0.2576,0.93,0.0896,0.0,33.0,33.0
408.0,18-01-2011,1.0,23.0,False,2.0,2.0,0.22,0.2727,0.93,0.0,1.0,19.0,20.0
409.0,19-01-2011,1.0,0.0,False,3.0,2.0,0.22,0.2727,0.93,0.0,0.0,3.0,3.0
410.0,19-01-2011,1.0,1.0,False,3.0,3.0,0.22,0.2273,0.93,0.1343,1.0,6.0,7.0
411.0,19-01-2011,1.0,2.0,False,3.0,3.0,0.22,0.2273,0.93,0.1343,0.0,3.0,3.0
412.0,19-01-2011,1.0,4.0,False,3.0,3.0,0.22,0.2273,0.93,0.1343,1.0,1.0,2.0
413.0,19-01-2011,1.0,5.0,False,3.0,2.0,0.22,0.2576,0.93,0.0896,0.0,7.0,7.0
414.0,19-01-2011,1.0,6.0,False,3.0,2.0,0.22,0.2576,0.93,0.0896,0.0,32.0,32.0
415.0,19-01-2011,1.0,7.0,False,3.0,2.0,0.24,0.2576,0.92,0.1045,1.0,89.0,90.0
416.0,19-01-2011,1.0,8.0,False,3.0,2.0,0.24,0.2576,0.93,0.1045,1.0,162.5,183.5
417.0,19-01-2011,1.0,9.0,False,3.0,2.0,0.24,0.2576,0.93,0.1045,2.0,107.0,109.0
418.0,19-01-2011,1.0,10.0,False,3.0,2.0,0.26,0.2727,0.93,0.1343,1.0,46.0,47.0
419.0,19-01-2011,1.0,11.0,False,3.0,2.0,0.28,0.303,0.87,0.0896,5.0,47.0,52.0
420.0,19-01-2011,1.0,12.0,False,3.0,2.0,0.3,0.3182,0.81,0.0896,5.0,65.0,70.0
421.0,19-01-2011,1.0,13.0,False,3.0,1.0,0.36,0.39395,0.62,0.2836,11.0,67.0,78.0
422.0,19-01-2011,1.0,14.0,False,3.0,1.0,0.36,0.39395,0.58,0.2537,7.0,68.0,75.0
423.0,19-01-2011,1.0,15.0,False,3.0,1.0,0.36,0.39395,0.54,0.2836,4.0,78.0,82.0
424.0,19-01-2011,1.0,16.0,False,3.0,1.0,0.36,0.3939,0.58,0.3881,10.0,94.0,104.0
425.0,19-01-2011,1.0,17.0,False,3.0,1.0,0.36,0.3333,0.57,0.3284,7.0,162.5,183.5
426.0,19-01-2011,1.0,18.0,False,3.0,1.0,0.34,0.3182,0.61,0.2836,5.0,156.0,161.0
427.0,19-01-2011,1.0,19.0,False,3.0,1.0,0.32,0.2879,0.57,0.4179,4.0,108.0,112.0
428.0,19-01-2011,1.0,20.0,False,3.0,1.0,0.32,0.303,0.49,0.2985,2.0,74.0,76.0
429.0,19-01-2011,1.0,21.0,False,3.0,1.0,0.32,0.2879,0.49,0.4179,4.0,55.0,59.0
430.0,19-01-2011,1.0,22.0,False,3.0,1.0,0.3,0.303,0.52,0.1642,6.0,53.0,59.0
431.0,19-01-2011,1.0,23.0,False,3.0,1.0,0.3,0.2727,0.52,0.4627,1.0,27.0,28.0
432.0,20-01-2011,1.0,0.0,False,4.0,1.0,0.26,0.2273,0.56,0.3881,5.0,8.0,13.0
433.0,20-01-2011,1.0,1.0,False,4.0,1.0,0.26,0.2727,0.56,0.0,2.0,3.0,5.0
434.0,20-01-2011,1.0,2.0,False,4.0,1.0,0.26,0.2727,0.56,0.0,0.0,2.0,2.0
435.0,20-01-2011,1.0,3.0,False,4.0,1.0,0.26,0.2576,0.56,0.1642,0.0,1.0,1.0
436.0,20-01-2011,1.0,4.0,False,4.0,1.0,0.26,0.2576,0.56,0.1642,0.0,1.0,1.0
437.0,20-01-2011,1.0,5.0,False,4.0,1.0,0.24,0.2273,0.6,0.2239,0.0,6.0,6.0
438.0,20-01-2011,1.0,6.0,False,4.0,1.0,0.22,0.2121,0.6,0.2239,0.0,35.0,35.0
439.0,20-01-2011,1.0,7.0,False,4.0,1.0,0.22,0.2121,0.55,0.2239,1.0,100.0,101.0
440.0,20-01-2011,1.0,8.0,False,4.0,1.0,0.22,0.2121,0.55,0.2836,2.0,162.5,183.5
441.0,20-01-2011,1.0,9.0,False,4.0,2.0,0.24,0.2273,0.52,0.2239,3.0,140.0,143.0
442.0,20-01-2011,1.0,10.0,False,4.0,1.0,0.26,0.2273,0.48,0.2985,1.0,56.0,57.0
443.0,20-01-2011,1.0,11.0,False,4.0,2.0,0.28,0.2727,0.45,0.1642,5.0,63.0,68.0
444.0,20-01-2011,1.0,12.0,False,4.0,2.0,0.3,0.3333,0.42,0.0,7.0,77.0,84.0
445.0,20-01-2011,1.0,13.0,False,4.0,2.0,0.28,0.2879,0.45,0.1045,12.0,86.0,98.0
446.0,20-01-2011,1.0,14.0,False,4.0,2.0,0.3,0.303,0.45,0.1343,6.0,75.0,81.0
447.0,20-01-2011,1.0,15.0,False,4.0,2.0,0.32,0.3182,0.45,0.194,8.0,62.0,70.0
448.0,20-01-2011,1.0,16.0,False,4.0,2.0,0.3,0.303,0.49,0.1343,8.0,83.0,91.0
449.0,20-01-2011,1.0,17.0,False,4.0,2.0,0.3,0.3182,0.49,0.1045,8.0,162.5,183.5
450.0,20-01-2011,1.0,18.0,False,4.0,2.0,0.26,0.2576,0.56,0.194,1.0,162.5,183.5
451.0,20-01-2011,1.0,19.0,False,4.0,1.0,0.26,0.2273,0.56,0.3284,6.0,146.0,152.0
452.0,20-01-2011,1.0,20.0,False,4.0,2.0,0.26,0.2424,0.6,0.2836,2.0,124.0,126.0
453.0,20-01-2011,1.0,21.0,False,4.0,2.0,0.24,0.2273,0.6,0.2537,3.0,54.0,57.0
454.0,20-01-2011,1.0,22.0,False,4.0,2.0,0.24,0.2121,0.65,0.2836,0.0,56.0,56.0
455.0,20-01-2011,1.0,23.0,False,4.0,2.0,0.24,0.2121,0.65,0.3284,3.0,28.0,31.0
456.0,21-01-2011,1.0,0.0,False,5.0,2.0,0.24,0.2273,0.7,0.2537,1.0,20.0,21.0
457.0,21-01-2011,1.0,1.0,False,5.0,2.0,0.24,0.2273,0.7,0.2537,0.0,6.0,6.0
458.0,21-01-2011,1.0,2.0,False,5.0,3.0,0.24,0.2424,0.75,0.1642,0.0,2.0,2.0
459.0,21-01-2011,1.0,3.0,False,5.0,3.0,0.22,0.2121,0.8,0.2985,0.0,1.0,1.0
460.0,21-01-2011,1.0,4.0,False,5.0,2.0,0.22,0.2576,0.87,0.0896,0.0,1.0,1.0
461.0,21-01-2011,1.0,5.0,False,5.0,1.0,0.24,0.197,0.6,0.4179,1.0,4.0,5.0
462.0,21-01-2011,1.0,6.0,False,5.0,1.0,0.22,0.2121,0.55,0.2537,0.0,27.0,27.0
463.0,21-01-2011,1.0,7.0,False,5.0,1.0,0.2,0.1818,0.51,0.2836,2.0,66.0,68.0
464.0,21-01-2011,1.0,8.0,False,5.0,1.0,0.2,0.1818,0.47,0.3284,7.0,162.5,183.5
465.0,21-01-2011,1.0,9.0,False,5.0,1.0,0.2,0.1818,0.51,0.3582,7.0,159.0,166.0
466.0,21-01-2011,1.0,10.0,False,5.0,1.0,0.2,0.1667,0.47,0.4627,6.0,57.0,63.0
467.0,21-01-2011,1.0,11.0,False,5.0,1.0,0.22,0.1818,0.41,0.4627,6.0,53.0,59.0
468.0,21-01-2011,1.0,12.0,False,5.0,1.0,0.22,0.1818,0.27,0.5522500000000001,11.0,67.0,78.0
469.0,21-01-2011,1.0,13.0,False,5.0,1.0,0.2,0.1515,0.21,0.5522500000000001,8.0,65.0,73.0
470.0,21-01-2011,1.0,14.0,False,5.0,1.0,0.2,0.1515,0.25,0.5224,6.0,56.0,62.0
471.0,21-01-2011,1.0,15.0,False,5.0,1.0,0.16,0.1212,0.26,0.4478,4.0,61.0,65.0
472.0,21-01-2011,1.0,16.0,False,5.0,1.0,0.16,0.1364,0.26,0.3582,0.0,97.0,97.0
473.0,21-01-2011,1.0,17.0,False,5.0,1.0,0.14,0.1212,0.28,0.3582,10.0,151.0,161.0
474.0,21-01-2011,1.0,18.0,False,5.0,1.0,0.12,0.1212,0.3,0.2537,1.0,119.0,120.0
